Data Training Analisis Sentimen Pilgun DKI ;;;;
;;;;
;;;;
;;;;
;;;;
No;Tweet;Label;;
1143;mestinya pilkada dki ini dpercepat aja gosah nunggu pilkada serentak biar ga nimbulin masalah smua krn ahokkl cagubnya bkn ahok ga rame;;;
1144;rt  chirpified mengapa anies b gagal mendistribusikan kip by  ;;;
1145;rt  pengakuan nelayan ini ungkap jasa besar ahok dibalik kisruh reklamasin;;;
1146;rt  kegaduhan yg diciptakan ahok sudah menjalar ke berbagai penjuru indonesia ;;;
1147;vivacoid ini video saat nusron wahid kritik mui soal ahok ;;;
1148;agus yudhoyono ga emosi kok mungkin krn mantan militer jd jawabannya tegas gitu ;;;
1149;rt  setuju ntokoh betawi ahok pantas dirajam  ;;;
1150;rt  propaganda kaum kumpas syiah jil pki mulai nampak terang benderang ulama di fitnah dapat bayaran lawann;;;
1151; soal quran polisi harus cari saksi yang dengar langsung pernyataan ahok di pulau seribu ;;;
1152; mui jatim dimas kanjeng dan ahok samasama penista agama ;;;
1153; wajar rachmawati tersinggung megawati bawa  ahok ke makam bung karno ;;;
1154;rt  saya melihat data lsi soal pilkada dki yang mengejutkan survei okt  ahok potensial kalah;;;
1155;rt  pendukung ahok selalu bilang yang nga suka ahok islam pemarah kecanduan agama dll lha nusron tadi ngomong kayak dewa ;;;
1156; soal quran polisi harus cari saksi yang dengar langsung pernyataan ahok di pulau seribu ;;;
1157; mui jatim dimas kanjeng dan ahok samasama penista agama ;;;
1158;rt  najwa kepengen memposisikan agus seperti mantan gub dki yg janji  tahun mimpin dki ternyata malah nyapres gitu lho ;;;
1159; wajar rachmawati tersinggung megawati bawa  ahok ke makam bung karno ;;;
1160;rt  saya melihat data lsi soal pilkada dki yang mengejutkan survei okt  ahok potensial kalah;;;
1161; matanajwa prtanyaan to agus apa yg mnjadi keyakinan diri untk bisa mnjadi gub selain diusung  ;;;
1162; soal quran polisi harus cari saksi yang dengar langsung pernyataan ahok di pulau seribu ;;;
1163;rt  peduli masjid ahok tawarkan lahan ke dmi ;;;
1164;rt  telah hadir di studio agus harimurti yudhoyono bakal calon gubernur dki jakarta yang diusung partai demokrat pp pkb amp;;;
1165; mui jatim dimas kanjeng dan ahok samasama penista agama ;;;
1166;rt  agus yudhoyono ternyata lebih lugas dan tegas dalam menjawab dibanding sang bapak sby yg selalu hatihati dlm ;;;
1167; wajar rachmawati tersinggung megawati bawa  ahok ke makam bung karno ;;;
1168;rt  ini video saat nusron wahid kritik mui soal ahok ;;;
1169;rt  ketua mui minta ahok perjelas permintaan maafnya ;;;
1170; kecelakaan beruntun  kendaraan di km  tol jorr dr pondok indah arah ke kampung rambutan p agus;;;
1171;rt  ahok fitnah majelis rasulullah saat kampanye di  nn;;;
1172;soal quran polisi harus cari saksi yang dengar langsung pernyataan ahok di pulau seribu  ;;;
1173;mui jatim dimas kanjeng dan ahok samasama penista agama  ;;;
1174;wajar rachmawati tersinggung megawati bawa  ahok ke makam bung karno  ;;;
1175;rt  saya melihat data lsi soal pilkada dki yang mengejutkan survei okt  ahok potensial kalah;;;
1176;rt  ini buat para haters ahok baca dan camkan baikbaik  ;;;
1177; soal quran polisi harus cari saksi yang dengar langsung pernyataan ahok di pulau seribu jakartapenyelidi ;;;
1178; mui jatim dimas kanjeng dan ahok samasama penista agama konfrontasiketua mui jawa timur kh abdusshomad  ;;;
1179; wajar rachmawati tersinggung megawati bawa  ahok ke makam bung karno jakartarachmawati soekarnoputri men ;;;
1180; klo polri uda takut usut ahok n nyerah ga brkutik usut ahok mungkin  mujahid ni baca brita kmrn polri lepas tgn ksus  ;;;
1181;soal quran polisi harus cari saksi yang dengar langsung pernyataan ahok di pulau seribu ;;;
1182;rt  rachmawati soekarnoputri nyatakan dukungan untuk aniessandi ;;;
1183;mui jatim dimas kanjeng dan ahok samasama penista agama ;;;
1184;wajar rachmawati tersinggung megawati bawa  ahok ke makam bung karno ;;;
1185;ahok jelaskan alasan puluhan sekolah di dki gagal dibangun tahun ini ahok menjelaskan alasan gagalnya pemban ;;;
1186;soal quran polisi harus cari saksi yang dengar langsung pernyataan ahok di pulau seribu ;;;
1187;najwa kenapa mau jadi gubernur jakartanagus yudhoyono kenapa  juga dia ngakalin najwa ;;;
1188;mui jatim dimas kanjeng dan ahok samasama penista agama ;;;
1189;wajar rachmawati tersinggung megawati bawa  ahok ke makam bung karno ;;;
1190;rt  ketika mui menyatakan ahok menistakan islam  para ahokers sewot menuding mui dibayar utk salahkan ahok hadeh ;;;
1191;soal quran polisi harus cari saksi yang dengar langsung pernyataan ahok di pulau seribu ;;;
1192;ahok jelaskan alasan puluhan sekolah di dki gagal dibangun tahun ini ahok menjelaskan alasan gagalnya pemban ;;;
1193;mui jatim dimas kanjeng dan ahok samasama penista agama ;;;
1194;wajar rachmawati tersinggung megawati bawa  ahok ke makam bung karno ;;;
1195;ente mudah berprasangka baik k ahok tp k ulama gampang prasangka buruk  ;;;
1196;rt  saya melihat data lsi soal pilkada dki yang mengejutkan survei okt  ahok potensial kalah;;;
1197;rt  mestinya pilkada dki ini dpercepat aja gosah nunggu pilkada serentak biar ga nimbulin masalah smua krn ahokkl cagubnya ;;;
1198;soal quran polisi harus cari saksi yang dengar langsung pernyataan ahok di pulau seribu ;;;
1199;mui jatim dimas kanjeng dan ahok samasama penista agama ;;;
1200;wajar rachmawati tersinggung megawati bawa  ahok ke makam bung karno ;;;
1201;kepoin calgub dki di matanajwa  bertaruh di jakarta by agus hy;;;
1202;rt  saya melihat data lsi soal pilkada dki yang mengejutkan survei okt  ahok potensial kalah;;;
1203;dooh mukanya ini lhoo tampolable banget sik  href  for  ketitik olo  jun  oct  ;;;
1204;rt  cegah konflik indonesia police watch ipw desak polri segera periksa ahok  ;;;
1205;rt  abdee slank kan dari dulu dukung ahok ;;;
1206;soal quran polisi harus cari saksi yang dengar langsung pernyataan ahok di pulau seribu jakartapenyelidik  ;;;
1207;ahok jelaskan alasan puluhan sekolah di dki gagal dibangun tahun ini ahok menjelaskan alasan gagalnya pemban ;;;
1208;mui jatim dimas kanjeng dan ahok samasama penista agama konfrontasiketua mui jawa timur kh abdusshomad bu ;;;
1209;wajar rachmawati tersinggung megawati bawa  ahok ke makam bung karno jakartarachmawati soekarnoputri mengu ;;;
1210;ini video saat nusron wahid kritik mui soal ahok ;;;
1211;soal quran polisi harus cari saksi yang dengar langsung pernyataan ahok di pulau seribu jakartapenyelidik  ;;;
1212;mui jatim dimas kanjeng dan ahok samasama penista agama konfrontasiketua mui jawa timur kh abdusshomad bu ;;;
1213;wajar rachmawati tersinggung megawati bawa  ahok ke makam bung karno jakartarachmawati soekarnoputri mengu ;;;
1214;ahok jelaskan alasan puluhan sekolah di dki gagal dibangun tahun ini ahok menjelaskan alasan gagalnya pemban ;;;
1215;rt  tempo hari saya bilang klo ahok kalah saya akan dukung ahy tapi lihat fansboy ahy yg  ga jadi akh ngerikk lihat ;;;
1216; soal quran polisi harus cari saksi yang dengar langsung pernyataan ahok di pulau seribu ;;;
1217;tim ahokdjarot reaktif lihat hasil survey tim aniesuno guntur romli sakit gigi  href  feb  ;;;
1218;rt  pdip pasang badan atas proses hukum sara ahok ;;;
1219;soal quran polisi harus cari saksi yang dengar langsung pernyataan ahok di pulau seribu ;;;
1220; mui jatim dimas kanjeng dan ahok samasama penista agama ;;;
1221;mui jatim dimas kanjeng dan ahok samasama penista agama ;;;
1222;wajar rachmawati tersinggung megawati bawa  ahok ke makam bung karno ;;;
1223; wajar rachmawati tersinggung megawati bawa ahok ke makam bung karno ;;;
1224;soal quran polisi harus cari saksi yang dengar langsung pernyataan ahok di pulau seribu ;;;
1225;ahok jelaskan alasan puluhan sekolah di dki gagal dibangun tahun ini ahok menjelaskan alasan gagalnya pemban ;;;
1226;mui jatim dimas kanjeng dan ahok samasama penista agama ;;;
1227;wajar rachmawati tersinggung megawati bawa  ahok ke makam bung karno ;;;
1228;rt  saya melihat data lsi soal pilkada dki yang mengejutkan survei okt  ahok potensial kalah;;;
1229;bagi mas agus menjadi gub adlh panggilan terbesar dlm hidupnyakrn beliau mrsa mjd calon alternatif utk mjd jakarta lbh baik ahymatanajwa;;;
1230;soal quran polisi harus cari saksi yang dengar langsung pernyataan ahok di pulau seribu ;;;
1231;mui jatim dimas kanjeng dan ahok samasama penista agama ;;;
1232;wajar rachmawati tersinggung megawati bawa  ahok ke makam bung karno ;;;
1233;ahok jelaskan alasan puluhan sekolah di dki gagal dibangun tahun ini ahok menjelaskan alasan gagalnya pemban ;;;
1234;diluar dugaan agus ini luwes juga ngomongnya dan cukup tajam merespon pertanyaan debat cagub bakal menarik nih nanti ;;;
1235;soal quran polisi harus cari saksi yang dengar langsung pernyataan ahok di pulau seribu ;;;
1236;mui jatim dimas kanjeng dan ahok samasama penista agama ;;;
1237;wajar rachmawati tersinggung megawati bawa  ahok ke makam bung karno ;;;
1238;mas ganteng agus awas lho kembung;;;
1239;soal quran polisi harus cari saksi yang dengar langsung pernyataan ahok di pulau seribu  konfrontasi;;;
1240;mui jatim dimas kanjeng dan ahok samasama penista agama  konfrontasi;;;
1241;wajar rachmawati tersinggung megawati bawa  ahok ke makam bung karno  konfrontasi;;;
1242;rt  saya melihat data lsi soal pilkada dki yang mengejutkan survei okt  ahok potensial kalah;;;
1243;soal quran polisi harus cari saksi yang dengar langsung pernyataan ahok di pulau seribu ;;;
1244;ketua mui minta ahok perjelas permintaan maafnya ketua umum majelis ulama indonesia mui pusat maruf amin ;;;
1245;mui jatim dimas kanjeng dan ahok samasama penista agama ;;;
1246;wajar rachmawati tersinggung megawati bawa  ahok ke makam bung karno ;;;
1247;rt  anda bisa mengikuti  yang menghadirkan agus harimurti yudhoyono lwt live streaming  ;;;
1248;rt  bagi mas agus menjadi gub adlh panggilan terbesar dlm hidupnyakrn beliau mrsa mjd calon alternatif utk mjd jakarta ;;;
1249;soal quran polisi harus cari saksi yang dengar langsung pernyataan ahok di pulau seribu ;;;
1250;mui jatim dimas kanjeng dan ahok samasama penista agama ;;;
1251;wajar rachmawati tersinggung megawati bawa  ahok ke makam bung karno ;;;
1252;soal quran polisi harus cari saksi yang dengar langsung pernyataan ahok di pulau seribu ;;;
1253;wajar rachmawati tersinggung megawati bawa  ahok ke makam bung karno ;;;
1254;soal quran polisi harus cari saksi yang dengar langsung pernyataan ahok di pulau seribu ;;;
1255;mui jatim dimas kanjeng dan ahok samasama penista agama ;;;
1256;wajar rachmawati tersinggung megawati bawa  ahok ke makam bung karno ;;;
1257;rt  ahok benar al maidah  itu terkait konteks perang bukan konteks pilkada kalau ada yg mengkaitkan pilkada  ;;;
1258;soal quran polisi harus cari saksi yang dengar langsung pernyataan ahok di pulau seribu ;;;
1259;ini video saat nusron wahid kritik mui soal ahok ;;;
1260;rt  ahok sudah meminta maaf artinya dia mengakui dirinya bersalah tinggal proses hukum dijalankan fadli zon ;;;
1261;mui jatim dimas kanjeng dan ahok samasama penista agama ;;;
1262;wajar rachmawati tersinggung megawati bawa  ahok ke makam bung karno ;;;
1263;rt  mereka senang karena di hargai oleh pak ahoknmereka bangga hidupnya berubahntanpa mereka semua jakarta bagaikan  ;;;
1264; soal quran polisi harus cari saksi yang dengar langsung pernyataan ahok di pulau seribu ;;;
1265;soal quran polisi harus cari saksi yang dengar langsung pernyataan ahok di pulau seribu ;;;
1266; mui jatim dimas kanjeng dan ahok samasama penista agama ;;;
1267;mui jatim dimas kanjeng dan ahok samasama penista agama ;;;
1268;wajar rachmawati tersinggung megawati bawa  ahok ke makam bung karno ;;;
1269;soal quran polisi harus cari saksi yang dengar langsung pernyataan ahok di pulau seribu ;;;
1270;tujuannya cuma gmn caranya jatuhin ahok bkn gimana bikin jakarta lebih maju dan rakyat sejahtera miris;;;
1271;mui jatim dimas kanjeng dan ahok samasama penista agama ;;;
1272;  lumayan lho ngelesnya si agus yudhoyono ini;;;
1273;wajar rachmawati tersinggung megawati bawa  ahok ke makam bung karno ;;;
1274;rt  saya melihat data lsi soal pilkada dki yang mengejutkan survei okt  ahok potensial kalah;;;
1275;soal quran polisi harus cari saksi yang dengar langsung pernyataan ahok di pulau seribu ;;;
1276;rt  kasus ahok bareskrim monggo diawasi penanganannya ;;;
1277;mui jatim dimas kanjeng dan ahok samasama penista agama ;;;
1278;mata najwa hebat agus ne nah;;;
1279;wajar rachmawati tersinggung megawati bawa  ahok ke makam bung karno ;;;
1280;klo mengikuti kata hati saya ingin tetap di militer mbak  itu jawaban mas agus jd hati dia sbnrnya blm di politik;;;
1281;selain ahok ni pada minta maaf dong betul kata dgln;;;
1282;agus yudhoyono udah di skakmat  di segmen  hacep lah mata najwa ;;;
1283;ahok agus dan anies adu program tata ruang dki ini perbandingannya  href  indonesiaurl twitter of  redaksi  promosi  nandroid  aug  ;;;
1284;rt  ahok minta maaf pakar  hukum jalan terus tak ada hubungannya dengan minta  salam online ;;;
1285;rt  keliatan kok najwa yg gelisahsmua pertanyaan dijawab sg cerdas oleh mas agus jawab cerdas dan akurat kok dibilang ;;;
1286;rt  arahkan kembang api ke rumah dinas ahok pria ini ditangkap  ;;;
1287;rt  membandingkan cara ahok anies agus selesaikan banjir jakarta hanya ahok yang programnya jelas lainnya abstrak ;;;
1288;rt  dan mas agus ikut dlm konstetasi politik karena dicalonkan oleh beberapa partai dan  tidak pernah diduga ;;;
1289;agus yudhoyono tegas dan lugas jawab pertanyaan yg nanya aja kyak wanita gx berpendidikan;;;
1290;rt  saya melihat data lsi soal pilkada dki yang mengejutkan survei okt  ahok potensial kalah;;;
1291;rt  loh kalau setiap saya mengatakan kebenaran dianggap ahokers artinya ahok benar dong  ;;;
1292;smg kang sahal allah satukan bersama ahok d hari akhir nanti  ;;;
1293; agus orngnya ternyata emosional ga bisa didikte  href  for  kebaikan dalam ketidakabadian dunia  mar  ;;;
1294;rt  ketua mui minta ahok perjelas permintaan maafnya ;;;
1295;rt  participo del concurso para ganarme un saludo de agus que hace el team  nayudame con un rt ;;;
1296;rt  kapolri minta masyarakat lihat video pidato ahok secara utuh  lewat ;;;
1297;  iya dari siang tdi mmg dukung ahok utk  href  for  masak  oct  usman ;;;
1298;najwa nanyanya pinter banget agus jawabnya nggak kalah pinter;;;
1299;rt  ahok agus dan anies adu program tata ruang dki ini perbandingannya  ;;;
1300;maaf mau nanya dari segimanakah hebatnya ;;;
1301;rt  umat islam itu pemaafahok sdh dimaafkantapi proses hukum tidak ada hubungannya dgn umat islamini semata krn negara ini ;;;
1302;rt  menarik banget nih perbincangan di  pertanyaan cerdas dari mbak najwa sanggup diimbangi agus yudhoyono d;;;
1303;rt  konteksnya mungkin sama dalam kasus ahok publik tidak rela dg pendapat ahok soal qs al maidah  ;;;
1304;ahok sophia latjuba dan tim sukses makan malam dan rapat di rumah  ;;;
1305;rt  saya melihat data lsi soal pilkada dki yang mengejutkan survei okt  ahok potensial kalah;;;
1306; muihukum islam sempitsudah tidak relevan semua tahu allah hanya konsep buruk rupasifat cermin dibelah malu akui ahok benar;;;
1307;tafsir ahok ocehan nusron dll tu ga lagi dilihat sekedar debat pilkada tapi melebar ke benturpolitik benturbudaya tulisan huntington;;;
1308;rt  mas agus menganggap media adalah sahabat ahy ahymatanajwa;;;
1309;rt  ahok minta maaf pakar  hukum jalan terus tak ada hubungannya dengan minta  salam online ;;;
1310;rt  ahok agus dan anies adu program tata ruang dki ini perbandingannya  ;;;
1311;rt  pengunggah video ahok kutip al maidah mengaku salah  ngaku salah tp tdk minta maaf amp;;;
1312;rt  mas agus menyatakan bahwa saat ini beliau hrs menyesuaikan kondisi saat ini politik amp;;;
1313;mas agus ini gimana sih ;;;
1314;rt  mas agus menanggapi pertanyaan  ttg kutipan rekaman  beliau menjawab mas agus tetap konsisten ;;;
1315;tuitpekanbaru rachmawati tersinggung megawati ajak ahok ke makam bung karno pekanbaru tuit;;;
1316;rachmawati tersinggung megawati ajak ahok ke makam bung karno  tribunpekanbaru;;;
1317;rt  dulu saat mhs ui minta maaf sehubungan video penolakan ahok dia bilang tak cukup hny minta maaf ahok kemakan ;;;
1318;rt  tahun  live dg  mas agus sama sekali tidak terpikir untuk terjun ke dunia politik ahymatanajwa;;;
1319;tuitpekanbaru alasan anies sering turun ke masyarakat meski belum masa kampanye pekanbaru tuit;;;
1320;jk ahok minta maaf brarti ahok sdh mrs brsalah dg ucpanyangmn dg yg membela n mebenarkn ucapan ahok mrs brslh ;;;
1321;rt  saya melihat data lsi soal pilkada dki yang mengejutkan survei okt  ahok potensial kalah;;;
1322;rt  mas agus menanggapi pertanyaan mslh dinastidikatakan bhw dinasti itu konotasinya negatif amp;;;
1323;belum belum greget ngegampar jawabannya om agus yudhoyono bu najwa shihab masih belum dalem banget nih oke this is getting interesting;;;
1324;pilkada dki  ahok bertemu sophia latjuba sengaja tak ajak djarot ;;;
1325;dianggap sudah buktikan kinerja abdee slank dari dulu dukung ahok   ;;;
1326;alasan anies sering turun ke masyarakat meski belum masa kampanye  tribunpekanbaru;;;
1327;rt  betul sayang opini yg dibentuk d sosmed seakan umat muslim haus balas dendam citra islam jd rusak akibat  ;;;
1328;rt  pendukung ahok selalu bilang yang nga suka ahok islam pemarah kecanduan agama dll lha nusron tadi ngomong kayak dewa ;;;
1329;rachmawati tersinggung megawati ajak ahok ke makam bung karno  riau;;;
1330;rachmawati tersinggung megawati ajak ahok ke makam bung karno ;;;
1331;rt  selamat menjalankan tugas mba  sebagai juru bicara ahok djarotnn ;;;
1332;pilkada dki  ahok bertemu sophia latjuba sengaja tak ajak djarot ;;;
1333; soal quran polisi harus cari saksi yang dengar langsung pernyataan ahok di pulau seribu ;;;
1334; mui jatim dimas kanjeng dan ahok samasama penista agama ;;;
1335; wajar rachmawati tersinggung megawati bawa ahok ke makam bung karno ;;;
1336;alasan anies sering turun ke masyarakat meski belum masa kampanye  riau;;;
1337;rt  ahok agus dan anies adu program tata ruang dki ini perbandingannya  ;;;
1338;alasan anies sering turun ke masyarakat meski belum masa kampanye ;;;
1339;ini video saat nusron wahid kritik mui soal ahok ;;;
1340;rt  ahok agus dan anies adu program tata ruang dki ini perbandingannya  ;;;
1341;ive never been so into politic but agus yudhoyono and politic are another thing;;;
1342;rt  mui ahok hina islam alquran dan ulama  penjarakan harga mati sekalian proses kasus rampok rssw dll  ;;;
1343;rt  nusron wahid tak satu pun kalimat ahok menistakan alquran  via ;;;
1344;rt  dan mas agus ikut dlm konstetasi politik karena dicalonkan oleh beberapa partai dan  tidak pernah diduga ;;;
1345;rt  rasulullah saw tdk pernah mengajarkan umatnya melakukan perbuatan keji ada apa dg ketua mui iniseolah sdg  ;;;
1346; klo dihujat spt ahok pasti terdiarediare  href  for  sep  oct  ;;;
1347;rt  saya melihat data lsi soal pilkada dki yang mengejutkan survei okt  ahok potensial kalah;;;
1348;agus yudhoyono ini karirnya lagi bagusbagusnya di ranah militer langsung memutuskan belok ke cagub ini pertanyaan banget sebenernya ya;;;
1349;rt  jangan lewatkan matanajwa malam ini live pk  wib bersama bakal calon gubernur agus harimurti yudhoyono ;;;
1350;rt  saya melihat data lsi soal pilkada dki yang mengejutkan survei okt  ahok potensial kalah;;;
1351;rt  menlu ri hrs segera panggil amp;;;
1352;rt  ketua mui minta ahok perjelas permintaan maafnya ;;;
1353;terkait ahok setara institute nilai mui berpolitik  lewat ;;;
1354;rt  thn lalu saya aktif di gerakan sdh ktm  orang ada petarung amp;;;
1355;rt  telinganya mui saliwangayo hok minta maapnye kencengan dikit ;;;
1356;rt  tegakkan hukum dan keadilan terhadap ahok sebagai pelaku penghinaan  dan ulama ;;;
1357;rt  mui ahok hina islam alquran dan ulama  penjarakan harga mati sekalian proses kasus rampok rssw dll  ;;;
1358;perlu karakter mirip ahok untuk bkasi lbh baikrt  ini beneran gak ya  saya di cont ;;;
1359;rt  polri tunda proses hukum ahok hingga selesai pilgub ipw kemarahan umat islam akan memuncak ;;;
1360;ahok raperda reklamasi tidak ada kaitan dengan luhut ;;;
1361;terus menuai simpati nachrowi ramli terima pedagang besi tua dukung agus harimurti ;;;
1362;rt  anda bisa mengikuti  yang menghadirkan agus harimurti yudhoyono lwt live streaming  ;;;
1363;mas agus blm siap sori mentah bgt;;;
1364;ketum pkb ahok jangan buat resah ya saya kira semua pihak agar untuk  aktual;;;
1365;rt  saya melihat data lsi soal pilkada dki yang mengejutkan survei okt  ahok potensial kalah;;;
1366;rt  selamat menjalankan tugas mba  sebagai juru bicara ahok djarotnn ;;;
1367;video mahasiswa lhokseumawe demo ahok ;;;
1368;rt  telah hadir di studio agus harimurti yudhoyono bakal calon gubernur dki jakarta yang diusung partai demokrat pp pkb amp;;;
1369;fyi ya mz agus yudhoyono ini anak sulungnkalo doi anak terakhir dan lagi sibuk berkarya gini mah nanti taglinenya karya anak bungsu;;;
1370;rt  saya melihat data lsi soal pilkada dki yang mengejutkan survei okt  ahok potensial kalah;;;
1371;video mahasiswa lhokseumawe demo ahok  bnanews;;;
1372;nyetel  eh ada agus yudhoyono lagi di mata najwanhmm nonton ahh keknya seru nih;;;
1373;ini video saat nusron wahid kritik mui soal ahok ;;;
1374;rt  saya melihat data lsi soal pilkada dki yang mengejutkan survei okt  ahok potensial kalah;;;
1375;video mahasiswa lhokseumawe demo ahok  bnanews;;;
1376;detikcom ahok agus dan anies adu program tata ruang dki ini perbandingannya  ;;;
1377;video mahasiswa lhokseumawe demo ahok  bnanews;;;
1378;agus yudhoyono jadi gubernur jakarta adalah greater call untuk saya;;;
1379;rachmawati tersinggung megawati ajak ahok ke makam bung karno ;;;
1380;rt  saya melihat data lsi soal pilkada dki yang mengejutkan survei okt  ahok potensial kalah;;;
1381;rt  ahok agus dan anies adu program tata ruang dki ini perbandingannya  ;;;
1382;alasan anies sering turun ke masyarakat meski belum masa kampanye ;;;
1383;rt  saya melihat data lsi soal pilkada dki yang mengejutkan survei okt  ahok potensial kalah;;;
1384;video mahasiswa lhokseumawe demo ahok massa mengaku sangat terganggu dengan ucapan ahok pada  ;;;
1385;rt  utk yg ribut prestasi ini itu pny foke tlg tanyain dong ke partai demokrat kok mrk ogah calonin foke lagi kok malah ;;;
1386;rt  vote dukung mui cc  ;;;
1387;rt  anies di sarang fpi minta restu warga petamburan  ;;;
1388;rt  saya melihat data lsi soal pilkada dki yang mengejutkan survei okt  ahok potensial kalah;;;
1389;setelah liat agus di ahymatanajwa apakah agus pilihan yg tepat;;;
1390;gawat mas agus kena hantam najwa  ahymatanajwa;;;
1391;mnrt mas agus banyak sekali keputusan pd saat beliau masih tugas sebagai komandan batalion ahymatanajwa;;;
1392;rt  gaya bicara ahok yusril bilang ilmu geografi megawati payah ;;;
1393;rt  saya melihat data lsi soal pilkada dki yang mengejutkan survei okt  ahok potensial kalah;;;
1394;rt  ahok agus dan anies adu program tata ruang dki ini perbandingannya  ;;;
1395;rt  laknat biar modyaarr ini video saat nusron wahid kritik mui soal ahok ;;;
1396;rt  ahok  jilbab yang dipakainya yang kayak serbet malah mungkin lebih bagus serbet di dapur sayann;;;
1397;senayan hindari amarah publik dprd dki diminta lengserkan ahok ;;;
1398;agus jawabnya  ahga tajem tepat sasaran  pic  ;;;
1399;rt  saya melihat data lsi soal pilkada dki yang mengejutkan survei okt  ahok potensial kalah;;;
1400;gila juga ni agus disuruh maju jadi dki  cuma d tlp bokapnya  masuk partai g pake fit amp;;;
1401;agus yudhoyono ada di acara  di  nkaku banget om kayak sedang interview kerja ;;;
1402;rt  ahok nelayan yang antireklamasi silakan pergi dari muara angke  hebat ya;;;
1403;rt  dooh mukanya ini lhoo tampolable banget sik ;;;
1404;rt  setelah matimatian bela ahok di ilc nusron purnomo ditraktir dikasih makan oleh para cukongcukong china ;;;
1405;rachmawati tersinggung megawati ajak ahok ke makam bung karno ;;;
1406;ini video saat nusron wahid kritik mui soal ahok ;;;
1407;rachmawati tersinggung megawati ajak ahok ke makam bung karno ;;;
1408;rt  klo dihujat spt ahok pasti terdiarediare ;;;
1409;  byk apa gus gak jelas pun prestasi si agus ini galk ada yg bisa  ;;;
1410;rachmawati tersinggung megawati ajak ahok ke makam bung karno  ;;;
1411;alasan anies sering turun ke masyarakat meski belum masa kampanye ;;;
1412;rachmawati tersinggung megawati ajak ahok ke makam bung karno  tribunnews;;;
1413;alasan anies sering turun ke masyarakat meski belum masa kampanye ;;;
1414;rachmawati tersinggung megawati ajak ahok ke makam bung karno ;;;
1415;video mahasiswa lhokseumawe demo ahok ;;;
1416;inilah hasil latihan mas ganteng agus selama ininlari dari pertanyaannbuahahahahahakk;;;
1417;alasan anies sering turun ke masyarakat meski belum masa kampanye  tribunnews;;;
1418;rt  mas agus blm siap sori mentah bgt;;;
1419;alasan anies sering turun ke masyarakat meski belum masa kampanye ;;;
1420;rt  mang cek tito yg mlintir itu la yg bikin kerok nyari balak nian lanjak ke la mang ;;;
1421;rt  nusron wahid tak satu pun kalimat ahok menistakan alquran  via ;;;
1422;alasan anies sering turun ke masyarakat meski belum masa kampanye  ;;;
1423;ahy agus harimurti yudoyono ahy dibaca ahaayee uyee nngaring krik krik kraauk;;;
1424;jakartacenterid video mahasiswa lhokseumawe demo ahok  ;;;
1425;rt  bru pertama kali nonton mata najwa itupun karna ada agus ternyata najwa gini toh suka potong pembicaraan orang  ;;;
1426;rt  bagi mas agus menjadi gub adlh panggilan terbesar dlm hidupnyakrn beliau mrsa mjd calon alternatif utk mjd jakarta ;;;
1427;rt  saya melihat data lsi soal pilkada dki yang mengejutkan survei okt  ahok potensial kalah;;;
1428;rt  penjelasan nusron wahid soal pernyataan ahok yang kutip ayat al quran dan memicu kontroversi  via ;;;
1429;rt  bang  tega membuat buya sjafii jadi sedikit bohong ke publik demi bela ahok ;;;
1430;rt  hahahanjadi yg dukung anies sandi sekarang sdh ga anti china lagi ya nsdh dpt hidayah  ;;;
1431;rt  saya melihat data lsi soal pilkada dki yang mengejutkan survei okt  ahok potensial kalah;;;
1432;rt  mnrt mas agus banyak sekali keputusan pd saat beliau masih tugas sebagai komandan batalion ahymatanajwa;;;
1433;rt  saya melihat data lsi soal pilkada dki yang mengejutkan survei okt  ahok potensial kalah;;;
1434;rt  seekor singa yg memimpin  ribu domba lbh ditakuti dr  singa yg dipimpin seekor domba di jkt kita butuh ;;;
1435;rt  ahok agus dan anies adu program tata ruang dki ini perbandingannya  ;;;
1436;bisa jadi yg ditangkap lewat ott bb nya cma recehan sekelas mentri  ;;;
1437; sby masa depan  ltar blkang tni mmbuat pak agus jauh lbih bsa mrubah jakarta bila trpilih;;;
1438;alasan anies sering turun ke masyarakat meski belum masa kampanye ;;;
1439;rt  sangat salut dgn nusron wahid dlm argumentasi di ilc soal ahokkita perlu lbh banyak lg di indonesia  seperti ;;;
1440;rt  gaya bicara ahok yusril bilang ilmu geografi megawati payah ;;;
1441;rt  agus yudhoyono ternyata lebih lugas dan tegas dalam menjawab dibanding sang bapak sby yg selalu hatihati dlm ;;;
1442;rt  agus yudhoyono ini karirnya lagi bagusbagusnya di ranah militer langsung memutuskan belok ke cagub ini pertanyaan ;;;
1443;tribunpekanbaru  rachmawati tersinggung megawati ajak ahok ke makam bung karno  beritariau;;;
1444;tribunpekanbaru  alasan anies sering turun ke masyarakat meski belum masa kampanye  beritariau;;;
1445;alasan anies sering turun ke masyarakat meski belum masa kampanye  via tribunpku;;;
1446;tribunpekanbaru  rachmawati tersinggung megawati ajak ahok ke makam bung karno  beritariau;;;
1447;berita alasan anies sering turun ke masyarakat meski belum masa kampanye  halamanriau;;;
1448;tribunpekanbaru  alasan anies sering turun ke masyarakat meski belum masa kampanye  beritariau;;;
1449;diperjelas karena permintaan maaf kemarin menurut saya sebagai orang dalam kategori awam belum merasa bapak   ;;;
1450;muncul dajal terbaru setelah ahok nusron w;;;
